workerid,rt,trial_type,name,object_level,sentence,gender,object,question,effect,cause,response,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,1620,cause_effect_prior,Carol,object_low,Carol left seeds out for  15 dogs.,F,dogs,How many of the dogs do you think ate the seeds?,ate the seeds,left seeds out for __,9,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1188,cause_effect_prior,Frank,object_high,Frank pressed the breaks on  15 cars.,M,cars,How many of the cars do you think stopped?,stopped,pressed the breaks on __,7,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,888,cause_effect_prior,Joshua,object_mid,Joshua left the lights on in  15 old cars.,M,old cars,How many of the old cars do you think beeped?,beeped,left the lights on in __,10,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1200,cause_effect_prior,Heather,object_high,Heather tossed  15 coins.,F,coins,How many of the coins do you think landed flat?,landed flat,tossed __,6,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,924,cause_effect_prior,Nicholas,object_mid,Nicholas cut off  15 bus drivers.,M,bus drivers,How many of the bus drivers do you think honked?,honked,cut off __,11,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1439,cause_effect_prior,John,object_high,John threw  15 marbles  into a pool.,M,marbles,How many of the marbles do you think sank?,sank,threw __ into a pool,7,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,828,cause_effect_prior,Ryan,object_high,Ryan poked  15 bubbles  with a pin.,M,bubbles,How many of the bubbles do you think popped?,popped,poked __ with a pin,11,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,900,cause_effect_prior,Angela,object_low,Angela punched  15 shelves.,F,shelves,How many of the shelves do you think fell down?,fell down,punched __,5,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,936,cause_effect_prior,Dennis,object_low,Dennis used  15 shoes  as dog toys.,M,shoes,How many of the shoes do you think ripped?,ripped,used __ as dog toys,8,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1943,cause_effect_prior,Jack,object_high,Jack pressed the &quotecharon&quotechar button on  15 flashlights.,M,flashlights,How many of the flashlights do you think lit up?,lit up,pressed the &quotecharon&quotechar button on __,8,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,4273,cause_effect_prior,Donna,object_mid,Donna threw  15 books  into a fire.,F,books,How many of the books do you think burnt?,burnt,threw __ into a fire,15,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,852,cause_effect_prior,Shirley,object_mid,Shirley lit  15 fireworks.,F,fireworks,How many of the fireworks do you think exploded?,exploded,lit __,10,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,995,cause_effect_prior,Melissa,object_mid,Melissa took a picture with  15 phones.,F,phones,How many of the phones do you think flashed?,flashed,took a picture with __,10,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,804,cause_effect_prior,Stephanie,object_low,Stephanie heated up  15 CDs  in a microwave.,F,CDs,How many of the CDs do you think exploded?,exploded,heated up __ in a microwave,9,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1356,cause_effect_prior,Kenneth,object_high,Kenneth put  15 sugar cubes  in a bucket of water.,M,sugar cubes,How many of the sugar cubes do you think dissolved?,dissolved,put __ in a bucket of water,11,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1644,cause_effect_prior,Brian,object_high,Brian ran  15 sunglasses  over with a car.,M,sunglasses,How many of the sunglasses do you think broke?,broke,ran __ over with a car,12,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1908,cause_effect_prior,Thomas,object_low,Thomas put  15 bottles of hand soap  in the freezer.,M,bottles of hand soap,How many of the bottles of hand soap do you think froze?,froze,put __ in the freezer,11,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,1188,cause_effect_prior,Donald,object_high,Donald placed  15 mirrors  in the sun.,M,mirrors,How many of the mirrors do you think reflected the sunlight?,reflected the sunlight,placed __ in the sun,12,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
0,863,cause_effect_prior,Jason,object_mid,Jason wrote  15 love notes.,M,love notes,How many of the love notes do you think had the letter Z in them?,had the letter Z in them,wrote __,12,english,2,Female,23,,Yes,1,Windows,1080,1920,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3HRMW88U16PET15GFPV6R737F04M08,0,Submitted,Mon Sep 21 07:46:38 PDT 2015,Fri Sep 18 07:45:36 PDT 2015,Fri Sep 18 07:46:38 PDT 2015,,,,,,[],{},0.9974166666666666
