workerid	rt	trial_type	actual_utterance	name	object_level	gender	num_objects	object	effect	actual_cause	quantifier	actual_effect_question	cause	response	other_gender	slide_number_in_experiment	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
0	5984	cause_effect_prior	"That's one way of spending your free time."	Robert	object_low	M	15	CDs	exploded	Robert heated up  15 CDs  in a microwave.	long_filler	How many CDs exploded?	heated up __ in a microwave	7	M	13	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3496	cause_effect_prior	"Some of the novels had the letter Z in them."	Sarah	object_high	F	15	novels	had the letter Z in them	Sarah wrote  15 novels.	Some	How many novels had the letter Z in them?	wrote __	7	M	14	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3487	cause_effect_prior	"None of the white shirts got stained."	Christopher	object_mid	M	15	white shirts	got stained	Christopher spilled red nail polish on  15 white shirts.	None	How many white shirts got stained?	spilled red nail polish on __	0	F	15	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	5626	cause_effect_prior	"So many parts need to work for us to not die."	Mark	object_high	M	15	cars	stopped	Mark pressed the brakes on  15 cars.	long_filler	How many cars stopped?	pressed the brakes on __	10	M	16	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	2543	cause_effect_prior	"None of the boxes broke."	Justin	object_mid	M	15	boxes	broke	Justin ran  15 boxes  over with a car.	None	How many boxes broke?	ran __ over with a car	0	M	17	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3774	cause_effect_prior	"All of the stickers stuck."	Kathleen	object_high	F	15	stickers	stuck	Kathleen glued  15 stickers  to a piece of paper.	All	How many stickers stuck?	glued __ to a piece of paper	15	F	18	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3359	cause_effect_prior	"Some of the bus drivers honked."	John	object_mid	M	15	bus drivers	honked	John cut off  15 bus drivers.	Some	How many bus drivers honked?	cut off __	8	F	19	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	2033	cause_effect_prior	"Some of the limericks rhymed."	Carol	object_high	F	15	limericks	rhymed	Carol wrote  15 limericks.	Some	How many limericks rhymed?	wrote __	7	F	20	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3344	cause_effect_prior	"All of the crayons melted."	James	object_mid	M	15	crayons	melted	James left  15 crayons  in the hot sun.	All	How many crayons melted?	left __ in the hot sun	15	M	21	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3896	cause_effect_prior	"None of the shoes ripped."	Brian	object_low	M	15	shoes	ripped	Brian used  15 shoes  as dog toys.	None	How many shoes ripped?	used __ as dog toys	0	M	22	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	4543	cause_effect_prior	"Who came up with that idea?"	Richard	object_low	M	15	candles	exploded	Richard lit  15 candles.	long_filler	How many candles exploded?	lit __	0	M	23	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3169	cause_effect_prior	"None of the laptops ran out of batteries."	Samuel	object_high	M	15	laptops	ran out of batteries	Samuel left  15 laptops  on (and unplugged) all day.	None	How many laptops ran out of batteries?	left __ on (and unplugged) all day	0	F	24	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3960	cause_effect_prior	"None of the mirrors reflected the sunlight."	Andrew	object_high	M	15	mirrors	reflected the sunlight	Andrew placed  15 mirrors  in the sun.	None	How many mirrors reflected the sunlight?	placed __ in the sun	0	F	25	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	2152	cause_effect_prior	"Some of the bubbles popped."	Julie	object_high	F	15	bubbles	popped	Julie poked  15 bubbles  with a pin.	Some	How many bubbles popped?	poked __ with a pin	4	M	26	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	2159	cause_effect_prior	"Some of the computers lit up."	Stephanie	object_mid	F	15	computers	lit up	Stephanie pressed the 'on' button on  15 computers.	Some	How many computers lit up?	pressed the 'on' button on __	4	F	27	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	1671	cause_effect_prior	"Some of the bananas were green."	Daniel	object_mid	M	15	bananas	were green	Daniel saw  15 bananas.	Some	How many bananas were green?	saw __	5	F	28	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	5992	cause_effect_prior	"That reminds me I need to visit my grandma."	Jacob	object_high	M	15	berries	froze	Jacob put  15 berries  in the freezer.	long_filler	How many berries froze?	put __ in the freezer	15	M	29	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	6394	cause_effect_prior	"There are people starving in the world."	Alexander	object_high	M	15	sugar cubes	dissolved	Alexander put  15 sugar cubes  in a bucket of water.	long_filler	How many sugar cubes dissolved?	put __ in a bucket of water	15	M	30	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
