workerid,rt,trial_type,name,responsetype,gender,num_objects,object,effect,actual_cause,cause,response,other_gender,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,16934,cause_effect_prior,Anna,ci_high,F,15,ice cubes,melted,<strong>Anna left  15 ice cubes  in the hot sun.</strong>,left __ in the hot sun,15,M,5,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,16934,cause_effect_prior,Anna,best_guess,F,15,ice cubes,melted,<strong>Anna left  15 ice cubes  in the hot sun.</strong>,left __ in the hot sun,15,M,5,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,8914,cause_effect_prior,Michelle,confidence,F,15,lawyers,laughed,<strong>Michelle told a joke to  15 lawyers.</strong>,told a joke to __,0.53,M,6,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,8914,cause_effect_prior,Michelle,ci_low,F,15,lawyers,laughed,<strong>Michelle told a joke to  15 lawyers.</strong>,told a joke to __,0,M,6,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,8914,cause_effect_prior,Michelle,ci_high,F,15,lawyers,laughed,<strong>Michelle told a joke to  15 lawyers.</strong>,told a joke to __,15,M,6,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,8914,cause_effect_prior,Michelle,best_guess,F,15,lawyers,laughed,<strong>Michelle told a joke to  15 lawyers.</strong>,told a joke to __,8,M,6,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12773,cause_effect_prior,Ryan,confidence,M,15,gas tanks,exploded,<strong>Ryan lit  15 gas tanks.</strong>,lit __,0.71,M,7,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12773,cause_effect_prior,Ryan,ci_low,M,15,gas tanks,exploded,<strong>Ryan lit  15 gas tanks.</strong>,lit __,15,M,7,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12773,cause_effect_prior,Ryan,ci_high,M,15,gas tanks,exploded,<strong>Ryan lit  15 gas tanks.</strong>,lit __,15,M,7,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12773,cause_effect_prior,Ryan,best_guess,M,15,gas tanks,exploded,<strong>Ryan lit  15 gas tanks.</strong>,lit __,15,M,7,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,10281,cause_effect_prior,Frank,confidence,M,15,books,ripped,<strong>Frank used  15 books  as dog toys.</strong>,used __ as dog toys,0.46,M,8,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,10281,cause_effect_prior,Frank,ci_low,M,15,books,ripped,<strong>Frank used  15 books  as dog toys.</strong>,used __ as dog toys,0,M,8,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,10281,cause_effect_prior,Frank,ci_high,M,15,books,ripped,<strong>Frank used  15 books  as dog toys.</strong>,used __ as dog toys,15,M,8,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,10281,cause_effect_prior,Frank,best_guess,M,15,books,ripped,<strong>Frank used  15 books  as dog toys.</strong>,used __ as dog toys,4,M,8,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12396,cause_effect_prior,Ruth,confidence,F,15,balloons,popped,<strong>Ruth poked  15 balloons  with a pin.</strong>,poked __ with a pin,0.68,F,9,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12396,cause_effect_prior,Ruth,ci_low,F,15,balloons,popped,<strong>Ruth poked  15 balloons  with a pin.</strong>,poked __ with a pin,15,F,9,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12396,cause_effect_prior,Ruth,ci_high,F,15,balloons,popped,<strong>Ruth poked  15 balloons  with a pin.</strong>,poked __ with a pin,15,F,9,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
0,12396,cause_effect_prior,Ruth,best_guess,F,15,balloons,popped,<strong>Ruth poked  15 balloons  with a pin.</strong>,poked __ with a pin,15,F,9,English,2,Female,25,Thank you ,Yes,3,iPhone/iPod,568,320,Safari,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3FIJLY1B6U3BB8HJAN6JBIK5381FPB,0,Submitted,Wed May 06 03:30:01 PDT 2015,Tue May 05 10:46:34 PDT 2015,Tue May 05 10:50:01 PDT 2015,,,,,,[],{},3.3986666666666667
